Crash ID,$1000 Damage to Any One Person's Property,Active School Zone Flag,Adjusted Average Daily Traffic Amount,Agency,At Intersection Flag,Average Daily Traffic Amount,Average Daily Traffic Year,Case ID,Construction Zone Flag,Construction Zone Workers Present Flag,Crash Death Count,Crash Incapacitating Injury Count,Crash Non-incapacitating Injury Count,Crash Not Injured Count,Crash Possible Injury Count,Crash Severity,Crash Time,Crash Total Injury Count,Crash Unknown Injury Count,Crash Year,Day of Week,First Harmful Event,Highway System,Intersecting Street Name,Intersection Related,Latitude,Light Condition,Longitude,Manner of Collision,Number of Lanes,Other Factor,Outside Shoulder Width on Divided Highway,Physical Feature 1,Private Drive Flag,Property Damages,Right of Way Usual Width,Road Class,Roadway Alignment,Roadway Part,Roadway Relation,Roadway Type,Speed Limit,Street Name,Street Number,Surface Condition,Traffic Control Type,Weather Condition,Person Helmet
13688338,True,False,,Austin Police Department,True,,,140330113,False,No,0,0,2,2,0,Non-Incapacitating Injury,52,2,0,2014,Sunday,Pedalcyclist,,AIRPORT BLVD,Intersection,30.28627477,"Dark, Lighted",-97.70637247,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,-1,MANOR RD,,Wet,Signal Light,Rain,"Worn, Damaged"
13691003,False,False,,Austin Police Department,True,,,140351124,False,No,0,0,1,0,0,Non-Incapacitating Injury,1634,1,4,2014,Tuesday,Pedalcyclist,,WILLOW CREEK DR,Intersection,30.23765478,Daylight,-97.72573247,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,E RIVERSIDE DR,,Dry,Signal Light,Clear,Unknown If Worn
13697026,False,False,,Austin Police Department,True,,,140390697,False,No,0,0,0,1,1,Possible Injury,1020,1,0,2014,Saturday,Pedalcyclist,,UNKNOWN,Intersection,30.28948545,Daylight,-97.73679039,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,-1,W DEAN KEETON ST,197,Dry,Signal Light,Clear,Unknown If Worn
13705207,False,False,,Austin Police Department,True,,,140431069,False,No,0,0,1,2,0,Non-Incapacitating Injury,1551,1,0,2014,Wednesday,Pedalcyclist,,BURNET RD,Intersection,30.32198477,Daylight,-97.73933246,One Motor Vehicle - Turning Right,,Attention Diverted From Driving,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,HANCOCK DR,2100,Dry,Signal Light,Clear,Not Worn
13705310,True,False,,Austin Police Department,False,,,140430707,False,No,0,0,1,1,0,Non-Incapacitating Injury,1154,1,0,2014,Wednesday,Pedalcyclist,,,Non Intersection,30.30461348,Daylight,-97.71972668,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,RED RIVER ST,4477,Dry,Marked Lanes,Clear,"Worn, Not Damaged"
13705373,False,False,,Austin Police Department,True,,,140440487,False,No,0,0,1,1,0,Non-Incapacitating Injury,819,1,0,2014,Thursday,Pedalcyclist,,RIDGE DR,Intersection,30.27711478,Daylight,-97.69867247,One Motor Vehicle - Going Straight,,Vision Obstructed By Headlight Or Sun Glare,,Not Applicable,False,,,City Street,"Straight, Hillcrest",Main/Proper Lane,On Roadway,,30,E 12TH ST,3327,Dry,None,Clear,Not Worn
13711304,False,False,,Austin Police Department,False,,,140451024,False,No,0,0,0,3,1,Possible Injury,1346,1,0,2014,Friday,Pedalcyclist,,,Driveway Access,30.26925448,Daylight,-97.74236084,One Motor Vehicle - Turning Right,,One Vehicle Entering Driveway,,Entrance To Or Exit From Private Property Or Driveway,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,CONGRESS AVE,729,Dry,Marked Lanes,Clear,"Worn, Not Damaged"
13708049,False,False,,Austin Police Department,True,,,140461275,False,No,0,0,1,3,0,Non-Incapacitating Injury,1556,1,0,2014,Saturday,Pedalcyclist,,W 7TH ST,Intersection Related,30.28284478,Daylight,-97.77654245,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,LAKE AUSTIN BLVD,2648,Dry,Bike Lane,Clear,Not Worn
13711433,False,False,,Austin Police Department,True,,,140461337,False,No,0,0,1,1,0,Non-Incapacitating Injury,1637,1,0,2014,Saturday,Pedalcyclist,,ASH CV,Intersection,30.37463476,Daylight,-97.66954248,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,WALNUT RIDGE DR,11305,Dry,None,Clear,Not Worn
13711434,False,False,,Austin Police Department,True,,,140461414,False,No,0,0,1,3,0,Non-Incapacitating Injury,1726,1,0,2014,Saturday,Pedalcyclist,,LEXINGTON MEADOW LN,Intersection,30.17903479,Daylight,-97.6164225,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,SAINT THOMAS DR,12798,Dry,Stop Sign,Clear,Not Worn
13711448,False,False,,Austin Police Department,False,25860,,140461703,False,No,0,0,0,0,1,Possible Injury,2010,1,1,2014,Saturday,Pedalcyclist,State Highway,,Non Intersection,30.2346908,"Dark, Lighted",-97.87579265,One Motor Vehicle - Going Straight,4,Attention Diverted From Driving,0,Not Applicable,False,,150,US & State Highways,"Straight, Level",Service/Frontage Road,On Roadway,"4 Or More Lanes, Undivided",-1,SH0071,7008,Dry,None,Clear,"Worn, Unk Damage"
13718473,False,False,,Austin Police Department,False,,,140481046,False,No,0,0,0,1,1,Possible Injury,1526,1,0,2014,Monday,Pedalcyclist,,,Non Intersection,30.26430129,"Dark, Lighted",-97.72130143,One Motor Vehicle - Going Straight,,Attention Diverted From Driving,,Not Applicable,False,,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,35,CHICON ST,912,Dry,Center Stripe/Divider,Cloudy,"Worn, Damaged"
13694060,False,False,,Austin Police Department,False,,,140490922,False,No,0,0,1,1,0,Non-Incapacitating Injury,1412,1,0,2014,Tuesday,Pedalcyclist,,,Non Intersection,,Daylight,,One Motor Vehicle - Going Straight,,Not Applicable,,Private Drive Or Road,False,,,Non Trafficway,"Straight, Level",Service/Frontage Road,Not Applicable,,-1,E BEN WHITE BLVD,,Dry,None,Clear,Not Worn
13711475,False,False,,Austin Police Department,True,,,140490365,False,No,0,0,0,1,1,Possible Injury,752,1,0,2014,Tuesday,Pedalcyclist,,PARKFIELD DR,Intersection Related,30.36221476,Daylight,-97.71009247,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,-1,PAYTON GIN RD,1298,Dry,Stop Sign,Cloudy,Unknown If Worn
13718351,False,False,,Austin Police Department,True,,,140490509,False,No,0,1,0,1,0,Incapacitating Injury,925,1,0,2014,Tuesday,Pedalcyclist,,W 38TH ST,Intersection,30.30274477,Daylight,-97.73815246,One Motor Vehicle - Turning Left,,Attention Diverted From Driving,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,GUADALUPE ST,3801,Dry,Signal Light,Cloudy,Not Worn
13722309,True,False,,Austin Police Department,True,,,140491284,False,No,0,0,0,2,1,Possible Injury,1729,1,0,2014,Tuesday,Pedalcyclist,,RED RIVER ST,Intersection,30.26460478,Daylight,-97.73784246,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,E 4TH ST,598,Dry,Signal Light,Clear,Not Worn
13708972,True,False,,"Department Of Public Safety, State Of Texas",True,,,,False,No,0,0,1,1,0,Non-Incapacitating Injury,1210,1,0,2014,Friday,Pedalcyclist,,UNKNOWN,Intersection,30.27996013,Daylight,-97.73570542,One Motor Vehicle - Turning Right,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,MARTIN LUTHER KING BLVD E,300,Dry,Bike Lane,Clear,Not Worn
13718690,False,False,,Austin Police Department,True,,,140521527,False,No,0,0,1,1,0,Non-Incapacitating Injury,1855,1,0,2014,Friday,Pedalcyclist,,CAVILEER AVE,Intersection,30.34391476,Dawn,-97.74570246,One Motor Vehicle - Turning Left,,Attention Diverted From Driving,,Not Applicable,False,,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,-1,SHOAL CREEK BLVD,6501,Dry,Stop Sign,Clear,"Worn, Not Damaged"
13744284,False,False,,"Department Of Public Safety, State Of Texas",True,,,,False,No,0,0,1,1,0,Non-Incapacitating Injury,1630,1,0,2014,Friday,Pedalcyclist,,BRAZOS ST,Intersection,30.28027478,Daylight,-97.73678246,One Motor Vehicle - Turning Right,,Attention Diverted From Driving,,Not Applicable,False,,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,30,E MARTIN LUTHER KING JR BLVD,200,Dry,Signal Light,Clear,"Worn, Unk Damage"
13718585,False,False,,Austin Police Department,True,,,140531676,False,No,0,1,0,1,0,Incapacitating Injury,2114,1,0,2014,Saturday,Pedalcyclist,,BLARWOOD,Intersection,,"Dark, Lighted",,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,WESTGATE BLVD,,Dry,Marked Lanes,Clear,Not Worn
13718698,False,False,,Austin Police Department,False,,,140530208,False,No,0,0,0,1,1,Possible Injury,158,1,0,2014,Saturday,Pedalcyclist,,,Driveway Access,30.29331133,"Dark, Lighted",-97.74182726,One Motor Vehicle - Going Straight,,One Vehicle Leaving Driveway,,Entrance To Or Exit From Private Property Or Driveway,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,-1,GUADALUPE ST,2731,Dry,None,Clear,Not Worn
13718801,False,False,,Austin Police Department,False,118604,,140530856,False,No,0,0,0,1,1,Possible Injury,1230,1,0,2014,Saturday,Pedalcyclist,State Loop,,Non Intersection,30.25406127,Daylight,-97.80294367,One Motor Vehicle - Going Straight,6,Not Applicable,10,Not Applicable,False,,610,US & State Highways,"Straight, Grade",Service/Frontage Road,On Roadway,"4 Or More Lanes, Divided",-1,SL0001,,Dry,Yield Sign,Clear,"Worn, Not Damaged"
13707221,False,False,,Austin Police Department,False,,,140551336,False,No,0,0,0,1,1,Possible Injury,2002,1,0,2014,Monday,Pedalcyclist,,,Driveway Access,30.19512538,"Dark, Lighted",-97.74751922,One Motor Vehicle - Going Straight,,Not Applicable,,Entrance To Or Exit From Private Property Or Driveway,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,25,CHAPARRAL TRL,2520,Dry,None,Clear,Unknown If Worn
13709200,True,False,,Austin Police Department,True,,,140551082,False,No,0,0,1,1,0,Non-Incapacitating Injury,1655,1,0,2014,Monday,Pedalcyclist,,S 1ST ST,Intersection Related,30.25841478,Daylight,-97.75010246,One Motor Vehicle - Turning Right,,Attention Diverted From Driving,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,40,BARTON SPRINGS RD,600,Dry,Signal Light,Clear,Unknown If Worn
13722441,False,False,,Austin Police Department,True,,,140561670,False,No,0,0,1,1,0,Non-Incapacitating Injury,2209,1,0,2014,Tuesday,Pedalcyclist,,UNKNOWN,Intersection,30.29334477,"Dark, Lighted",-97.74184246,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,-1,GUADALUPE ST,2800,Wet,Stop Sign,Rain,Not Worn
13722873,False,False,,Austin Police Department,True,,,140571003,False,No,0,0,1,1,0,Non-Incapacitating Injury,1611,1,0,2014,Wednesday,Pedalcyclist,,W 6TH ST,Intersection,30.26901478,Daylight,-97.74629246,One Motor Vehicle - Turning Right,,Attention Diverted From Driving,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,-1,GUADALUPE ST,599,Dry,Signal Light,Clear,Unknown If Worn
13722564,False,False,,Austin Police Department,False,,,140581298,False,No,0,0,1,2,0,Non-Incapacitating Injury,1653,1,0,2014,Thursday,Pedalcyclist,,W 15TH ST,Intersection Related,30.2778026,Daylight,-97.74304196,One Motor Vehicle - Going Straight,,Attention Diverted From Driving,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,GUADALUPE ST,1493,Dry,Other (Explain In Narrative),Clear,Not Worn
13722565,False,False,,Austin Police Department,True,,,140581333,False,No,0,0,1,1,0,Non-Incapacitating Injury,1710,1,0,2014,Thursday,Pedalcyclist,,HOLLOW CREEK DR,Intersection,30.26150478,Daylight,-97.77524246,One Motor Vehicle - Turning Left,,Vision Obstructed By Headlight Or Sun Glare,,Not Applicable,False,,,City Street,"Straight, Hillcrest",Main/Proper Lane,On Roadway,,-1,BARTON HILLS DR,1303,Dry,Marked Lanes,Clear,"Worn, Unk Damage"
13720421,False,False,,Austin Police Department,False,,,140591153,False,No,0,0,1,2,0,Non-Incapacitating Injury,1531,1,0,2014,Friday,Pedalcyclist,,UNKNOWN,Intersection Related,30.35475483,Daylight,-97.76971316,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Curve, Level",Main/Proper Lane,On Roadway,,35,MESA DR,6605,Dry,Bike Lane,Clear,"Worn, Damaged"
13731907,False,False,,Austin Police Department,False,,,20140591479,False,No,0,0,1,1,0,Non-Incapacitating Injury,1814,1,0,2014,Friday,Pedalcyclist,,,Non Intersection,,Daylight,,One Motor Vehicle - Going Straight,,One Vehicle Leaving Driveway,,Private Drive Or Road,True,,,Non Trafficway,"Straight, Level",Main/Proper Lane,Not Applicable,,-1,DUVAL RD RD,,Dry,None,Clear,Not Worn
13723089,False,False,,Austin Police Department,True,,,140601387,False,No,0,0,1,1,0,Non-Incapacitating Injury,1507,1,0,2014,Saturday,Pedalcyclist,,UNKNOWN,Intersection,30.34235476,Daylight,-97.71595247,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,40,N LAMAR BLVD,7501,Dry,Crosswalk,Clear,Unknown If Worn
13727879,False,False,,Austin Police Department,False,,,140610313,False,No,0,0,1,3,0,Non-Incapacitating Injury,223,1,1,2014,Sunday,Pedalcyclist,,,Non Intersection,30.27085614,"Dark, Not Lighted",-97.73440786,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,35,E 11TH ST,687,Dry,None,Clear,Not Worn
13727879,False,False,,Austin Police Department,False,,,140610313,False,No,0,0,1,3,0,Non-Incapacitating Injury,223,1,1,2014,Sunday,Pedalcyclist,,,Non Intersection,30.27085614,"Dark, Not Lighted",-97.73440786,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,35,E 11TH ST,687,Dry,None,Clear,Not Worn
13727879,False,False,,Austin Police Department,False,,,140610313,False,No,0,0,1,3,0,Non-Incapacitating Injury,223,1,1,2014,Sunday,Pedalcyclist,,,Non Intersection,30.27085614,"Dark, Not Lighted",-97.73440786,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,35,E 11TH ST,687,Dry,None,Clear,Not Worn
13727879,False,False,,Austin Police Department,False,,,140610313,False,No,0,0,1,3,0,Non-Incapacitating Injury,223,1,1,2014,Sunday,Pedalcyclist,,,Non Intersection,30.27085614,"Dark, Not Lighted",-97.73440786,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,35,E 11TH ST,687,Dry,None,Clear,Not Worn
13720457,False,False,,Austin Police Department,False,,,140640858,False,No,0,0,1,1,0,Non-Incapacitating Injury,1342,1,0,2014,Tuesday,Pedalcyclist,,,Non Intersection,30.23404287,Daylight,-97.72301004,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,35,S PLEASANT VALLEY RD,,Dry,Flashing Red Light,Clear,Unknown If Worn
13726454,False,False,,Austin Police Department,True,,,140630446,False,No,0,0,1,1,0,Non-Incapacitating Injury,1038,1,0,2014,Tuesday,Pedalcyclist,,UNKNOWN,Intersection Related,30.29756963,Daylight,-97.73052125,One Motor Vehicle - Turning Right,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,DUVAL ST,3538,Dry,Bike Lane,Cloudy,"Worn, Damaged"
13736108,True,False,,Austin Police Department,True,,,140660763,False,No,0,0,1,1,0,Non-Incapacitating Injury,1053,1,0,2014,Friday,Pedalcyclist,,,Non Intersection,30.29323477,Daylight,-97.74179246,One Motor Vehicle - Going Straight,,Not Applicable,,Alley,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,GUADALUPE ST,2717,Dry,None,Clear,Not Worn
13736125,False,False,,Austin Police Department,False,,,140661241,False,No,0,0,1,1,0,Non-Incapacitating Injury,1500,1,0,2014,Friday,Pedalcyclist,,WEBBERVILLE RD,Intersection Related,30.26143267,Daylight,-97.71735772,One Motor Vehicle - Going Straight,,Attention Diverted From Driving,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,-1,E 7TH ST,,Dry,Marked Lanes,Clear,Not Worn
13744212,False,False,,Austin Police Department,False,,,140691164,False,No,0,0,1,1,0,Non-Incapacitating Injury,1557,1,0,2014,Monday,Pedalcyclist,,,Non Intersection,30.329094,Daylight,-97.72027741,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,GUADALUPE ST,6207,Dry,Marked Lanes,Clear,Unknown If Worn
13735894,True,False,,Austin Police Department,False,,,140711182,False,No,0,0,0,1,1,Possible Injury,1546,1,0,2014,Wednesday,Pedalcyclist,,,Non Intersection,30.25857201,Daylight,-97.78820675,One Motor Vehicle - Going Straight,,One Vehicle Forward From Parking,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,BARTON SKWY,2837,Dry,None,Clear,Unknown If Worn
13745552,False,False,,Austin Police Department,True,,,140720137,False,No,0,0,0,1,1,Possible Injury,126,1,0,2014,Thursday,Pedalcyclist,,UNKNOWN,Intersection,30.24144556,"Dark, Lighted",-97.72735752,One Motor Vehicle - Going Straight,,Attention Diverted From Driving,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,TOWN CREEK DR,1500,Dry,Stop Sign,Clear,"Worn, Not Damaged"
13744256,False,False,,Austin Police Department,True,,,140731909,False,No,0,0,0,2,1,Possible Injury,2113,1,0,2014,Friday,Pedalcyclist,,CHALMERS AVE,Intersection Related,30.26323478,"Dark, Lighted",-97.72416247,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Hillcrest",Main/Proper Lane,On Roadway,,35,E 7TH ST,1690,Dry,Stop Sign,Clear,Unknown If Worn
13753181,False,False,,Austin Police Department,False,,,140740678,False,No,0,0,1,1,0,Non-Incapacitating Injury,735,1,0,2014,Saturday,Pedalcyclist,,,Non Intersection,30.25850479,"Dark, Lighted",-97.70008247,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,SPRINGDALE RD,800,Wet,Marked Lanes,Rain,Not Worn
13755853,False,False,,Austin Police Department,True,,,140741716,False,No,0,0,1,2,0,Non-Incapacitating Injury,2128,1,0,2014,Saturday,Pedalcyclist,,BRACKENRIDGE ST,Intersection,30.24546478,"Dark, Unknown Lighting",-97.74872246,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,30,ANNIE ST E,298,Dry,Stop Sign,Clear,Not Worn
13747229,True,False,,Austin Police Department,False,,,140771186,False,No,0,0,0,1,1,Possible Injury,1728,1,0,2014,Tuesday,Pedalcyclist,,,Non Intersection,,Daylight,,One Motor Vehicle - Going Straight,,Not Applicable,,In A Parking Lot,True,,,Non Trafficway,"Straight, Level",Other (Explain In Narrative),Not Applicable,,-1,WESTGATE BLVD,,Dry,None,Clear,Unknown If Worn
13764298,True,False,,Austin Police Department,True,,,140770928,False,No,0,0,1,1,0,Non-Incapacitating Injury,1352,1,0,2014,Tuesday,Pedalcyclist,,TRINITY ST,Intersection,30.26894477,Daylight,-97.73865246,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,E 8TH ST,398,Dry,Signal Light,Clear,Not Worn
13764912,False,False,,Austin Police Department,True,,,140771370,False,No,0,0,0,1,1,Possible Injury,1802,1,0,2014,Tuesday,Pedalcyclist,,W 42ND ST,Intersection,30.30527477,Daylight,-97.73055246,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,SPEEDWAY,4199,Dry,Yield Sign,Clear,"Worn, Unk Damage"
13746155,False,False,,Austin Police Department,False,69369,,140790958,False,No,0,0,1,1,0,Non-Incapacitating Injury,1420,1,0,2014,Thursday,Pedalcyclist,State Loop,SL0001,Intersection Related,30.24893359,Daylight,-97.80512302,One Motor Vehicle - Going Straight,4,Not Applicable,10,Not Applicable,False,,350,US & State Highways,"Straight, Grade",Main/Proper Lane,On Roadway,"4 Or More Lanes, Divided",60,SL0360,,Dry,Marked Lanes,Clear,Not Worn
13767708,False,False,,Austin Police Department,True,,,140801527,False,No,0,0,1,1,0,Non-Incapacitating Injury,1756,1,0,2014,Friday,Pedalcyclist,,UNKNOWN,Intersection,30.25931953,Daylight,-97.75615221,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Hillcrest",Main/Proper Lane,On Roadway,,30,DAWSON RD,599,Dry,Marked Lanes,Clear,Unknown If Worn
13768962,False,False,,Austin Police Department,True,,,140830345,False,No,0,0,0,1,1,Possible Injury,733,1,0,2014,Monday,Pedalcyclist,,ELMONT DR,Intersection,30.23876478,Daylight,-97.71957247,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,-1,S PLEASANT VALLEY RD,1403,Dry,Signal Light,Cloudy,Not Worn
13777257,False,False,,Austin Police Department,True,,,140860596,False,No,0,0,1,1,0,Non-Incapacitating Injury,955,1,0,2014,Thursday,Pedalcyclist,,GROVER AVE,Intersection Related,30.32326477,Daylight,-97.73397246,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,30,NORTHLOOP BLVD W,1200,Wet,Stop Sign,Rain,Not Worn
13784326,False,False,,Austin Police Department,True,,,140911983,False,No,0,0,2,1,0,Non-Incapacitating Injury,2206,2,0,2014,Tuesday,Pedalcyclist,,UNKNOWN,Intersection Related,30.35253556,"Dark, Lighted",-97.72320558,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,35,WOOTEN PARK DR,1701,Dry,Signal Light With Red Light Running Camera,Clear,"Worn, Unk Damage"
13766399,True,False,,Austin Police Department,False,,,140920016,False,No,0,0,1,1,0,Non-Incapacitating Injury,23,1,0,2014,Wednesday,Pedalcyclist,,,Driveway Access,30.25111478,"Dark, Lighted",-97.74912246,One Motor Vehicle - Going Straight,,One Vehicle Leaving Driveway,,Entrance To Or Exit From Private Property Or Driveway,False,,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,30,CONGRESS AVE S,1300,Dry,Signal Light,Clear,Unknown If Worn
13767453,True,False,,Austin Police Department,False,,,140920704,False,No,0,1,0,1,0,Incapacitating Injury,1025,1,0,2014,Wednesday,Pedalcyclist,,FM 2222,Intersection Related,,Daylight,,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,US & State Highways,"Straight, Grade",Entrance/On Ramp,On Roadway,,65,SH0360I,,Dry,Marked Lanes,Cloudy,"Worn, Unk Damage"
13780951,False,False,,Austin Police Department,False,,,140920411,False,No,0,0,1,1,0,Non-Incapacitating Injury,735,1,0,2014,Wednesday,Pedalcyclist,,HILLSIDE TERRACE DR,Intersection Related,30.20756369,Daylight,-97.87754329,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,40,ESCARPMENT BLVD,9095,Dry,Signal Light,Clear,Unknown If Worn
13792353,False,False,,Austin Police Department,True,,,140931273,False,No,0,0,0,1,1,Possible Injury,1633,1,0,2014,Thursday,Pedalcyclist,,RUTLAND DR,Intersection Related,30.38348476,Daylight,-97.72409246,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,40,BURNET RD,9899,Dry,Signal Light,Clear,Not Worn
13790770,True,False,,Austin Police Department,False,,,140941359,False,No,0,0,1,1,0,Non-Incapacitating Injury,1633,1,0,2014,Friday,Pedalcyclist,,,Driveway Access,30.36228844,Daylight,-97.74030775,One Motor Vehicle - Turning Left,,One Vehicle Entering Driveway,,Entrance To Or Exit From Private Property Or Driveway,False,,,City Street,"Straight, Level",Main/Proper Lane,Off Roadway,,-1,SHOAL CREEK BLVD,7940,Dry,Bike Lane,Clear,"Worn, Damaged"
13794802,True,False,,Austin Police Department,False,,,140940869,False,No,0,0,0,1,1,Possible Injury,1232,1,0,2014,Friday,Pedalcyclist,,,Non Intersection,,Daylight,,One Motor Vehicle - Going Straight,,Not Applicable,,Private Drive Or Road,False,,,Non Trafficway,"Straight, Level",Other (Explain In Narrative),Not Applicable,,35,S LAMAR BLVD,,Dry,None,Clear,"Worn, Not Damaged"
13795568,False,False,,Austin Police Department,True,,,140990368,False,No,0,0,1,1,0,Non-Incapacitating Injury,741,1,0,2014,Sunday,Pedalcyclist,,HILLSIDE TERRACE DR,Intersection,30.2089548,Daylight,-97.88402243,One Motor Vehicle - Going Straight,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,25,TAYLORCREST DR,6599,Dry,Stop Sign,Clear,"Worn, Unk Damage"
13795734,False,False,,Austin Police Department,True,10943,,140981429,False,No,0,0,1,1,0,Non-Incapacitating Injury,1728,1,0,2014,Monday,Pedalcyclist,State Spur,IH0035,Intersection,30.32198831,Daylight,-97.71859198,One Motor Vehicle - Going Straight,4,Swerved Or Veered-Avoiding Vehicle Entering Road,0,Not Applicable,False,,80,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Divided",45,SS0069,194,Dry,Signal Light,Clear,Not Worn
13795775,False,False,,Austin Police Department,True,,,140981403,False,No,0,0,1,1,0,Non-Incapacitating Injury,1714,1,0,2014,Tuesday,Pedalcyclist,,OLD MANCHACA RD,Intersection Related,30.1641548,Daylight,-97.83001245,One Motor Vehicle - Turning Left,,Not Applicable,,Not Applicable,False,,,City Street,"Straight, Level",Main/Proper Lane,On Roadway,,45,MANCHACA RD,10633,Dry,Signal Light,Clear,"Worn, Not Damaged"
13812239,False,False,,Austin Police Department,False,,,140981671,False,No,0,0,0,1,1,Possible Injury,1949,1,0,2014,Tuesday,Pedalcyclist,,,Non Intersection,,Dusk,,One Motor Vehicle - Going Straight,,Attention Diverted From Driving,,Not Applicable,False,,,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,,30,VIEW RIDGE DR,,Dry,None,Clear,Not Worn
