Crash ID,$1000 Damage to Any One Person's Property,Active School Zone Flag,Agency,At Intersection Flag,Construction Zone Flag,Construction Zone Workers Present Flag,Crash Death Count,Crash Incapacitating Injury Count,Crash Non-incapacitating Injury Count,Crash Not Injured Count,Crash Possible Injury Count,Crash Severity,Crash Time,Crash Total Injury Count,Crash Unknown Injury Count,Crash Year,Day of Week,First Harmful Event,Intersection Related,Latitude,Light Condition,Longitude,Manner of Collision,Other Factor,Physical Feature 1,Private Drive Flag,Property Damages,Road Class,Roadway Alignment,Roadway Part,Roadway Relation,Speed Limit,Street Name,Street Number,Surface Condition,Traffic Control Type,Weather Condition,Person Helmet,MercatorX,MercatorY
14282623,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,16:00:00,1,0,2015,Sunday,Pedalcyclist,Intersection,30.34191476,Daylight,-97.71248247,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,BICYCLE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,30,GUADALUPE ST,7521,Dry,None,Clear,Not Worn,-10877303.79270707,3547575.945914185
14290389,True,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,11:42:00,1,0,2015,Tuesday,Pedalcyclist,Intersection Related,30.36993557,Daylight,-97.68065186,One Motor Vehicle - Turning Right,Not Applicable,Not Applicable,False,NONE,Interstate,"Curve, Level",Main/Proper Lane,On Roadway,55,IH0035,NO DATA,Wet,Marked Lanes,Rain,Not Worn,-10873760.42541023,3551190.7942882823
14266466,False,False,Austin Police Department,False,False,No,0,0,1,6,0,Non-Incapacitating Injury,20:32:00,1,0,2015,Saturday,Pedalcyclist,Non Intersection,30.40747114,"Dark, Lighted",-97.71568174,One Motor Vehicle - Going Straight,Attention Diverted From Driving,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,40,DUVAL RD,3000,Dry,Center Stripe/Divider,Clear,Not Worn,-10877659.93381438,3556034.7261694134
14264102,True,False,Austin Police Department,True,False,No,0,0,0,1,1,Possible Injury,18:30:00,1,0,2015,Sunday,Pedalcyclist,Intersection,30.31206477,"Dark, Lighted",-97.71535247,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,-1,E 51ST ST,804,Dry,Signal Light With Red Light Running Camera,Clear,Not Worn,-10877623.279645646,3543726.260744872
14296292,True,False,Austin Police Department,False,False,No,0,0,0,1,1,Possible Injury,08:30:00,1,0,2015,Monday,Pedalcyclist,Non Intersection,30.27940442,Daylight,-97.74463078,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,30,W 16TH ST,584,Dry,None,Clear,"Worn, Damaged",-10880882.526206134,3539515.4729253384
14290543,False,False,Austin Police Department,False,False,No,0,1,0,0,0,Incapacitating Injury,22:05:00,1,1,2015,Wednesday,Pedalcyclist,Non Intersection,30.2626694,"Dark, Lighted",-97.74180984,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,-1,SL0343,327,Dry,None,Clear,Not Worn,-10880568.500601776,3537358.4268055744
14272258,False,False,Austin Police Department,False,False,No,0,0,1,2,0,Non-Incapacitating Injury,11:19:00,1,0,2015,Thursday,Pedalcyclist,Driveway Access,30.35156478,Daylight,-97.77192245,One Motor Vehicle - Going Straight,One Vehicle Leaving Driveway,Entrance To Or Exit From Private Property Or Driveway,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,MESA DR,6400,Dry,Center Stripe/Divider,Clear,"Worn, Unk Damage",-10883920.621013433,3548820.738056892
14292891,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,07:56:00,1,0,2015,Friday,Pedalcyclist,Intersection,30.24515478,Daylight,-97.75132246,One Motor Vehicle - Turning Right,Attention Diverted From Driving,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,CONGRESS AVE S,1899,Dry,Signal Light,Clear,"Worn, Unk Damage",-10881627.440616285,3535101.288467981
14306876,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,18:14:00,1,0,2015,Saturday,Pedalcyclist,Intersection Related,30.2664069,Dusk,-97.75552108,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,32,SL0343,910,Dry,Marked Lanes,Clear,Not Worn,-10882094.82885672,3537840.1367877917
14282566,False,False,Austin Police Department,False,False,No,0,0,1,1,0,Non-Incapacitating Injury,09:09:00,1,0,2015,Wednesday,Pedalcyclist,Driveway Access,30.25642363,Daylight,-97.74715288,One Motor Vehicle - Turning Right,One Vehicle Entering Driveway,Entrance To Or Exit From Private Property Or Driveway,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,CONGRESS AVE S,515,Dry,None,Clear,"Worn, Unk Damage",-10881163.285093864,3536553.477821933
14290259,False,False,Austin Police Department,True,False,No,0,0,0,5,1,Possible Injury,12:15:00,1,0,2015,Saturday,Pedalcyclist,Intersection,30.24515478,Daylight,-97.75132246,One Motor Vehicle - Turning Right,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,CONGRESS AVE S,1899,Dry,Marked Lanes,Cloudy,"Worn, Not Damaged",-10881627.440616285,3535101.288467981
14290321,True,False,Austin Police Department,False,False,No,0,0,1,1,0,Non-Incapacitating Injury,19:23:00,1,0,2015,Saturday,Pedalcyclist,Non Intersection,30.26163953,"Dark, Lighted",-97.72867576,One Motor Vehicle - Going Straight,Swerved Or Veered-Reason Not Specified,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,E 4TH ST,1469,Dry,None,Clear,Not Worn,-10879106.421504138,3537225.6946004946
14298031,False,False,Austin Police Department,False,False,No,0,1,0,3,0,Incapacitating Injury,12:35:00,1,0,2015,Saturday,Pedalcyclist,Non Intersection,30.32743477,Daylight,-97.69723921,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,25,MEADOR AVE,6991,Dry,None,Cloudy,Not Worn,-10875606.920765841,3545708.348082759
14320678,False,False,Austin Police Department,False,False,No,0,0,1,0,0,Non-Incapacitating Injury,05:02:00,1,1,2015,Friday,Pedalcyclist,Non Intersection,30.17108896,"Dark, Not Lighted",-97.62664111,One Motor Vehicle - Going Straight,Attention Diverted From Driving,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,45,PEARCE LN,12451,Dry,None,Clear,Not Worn,-10867747.976222867,3525560.745713192
14341167,False,False,Austin Police Department,True,False,No,0,0,0,1,1,Possible Injury,19:57:00,1,0,2015,Tuesday,Pedalcyclist,Intersection,30.28827478,"Dark, Lighted",-97.74933246,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Hillcrest",Main/Proper Lane,On Roadway,-1,W 24TH ST,1100,Wet,Marked Lanes,Cloudy,Unknown If Worn,-10881405.914829608,3540658.9595658174
14341227,False,False,Austin Police Department,True,False,No,0,0,0,2,0,Not Injured,18:55:00,0,0,2015,Thursday,Pedalcyclist,Intersection Related,30.2476193,"Dark, Lighted",-97.77293717,One Motor Vehicle - Turning Left,Attention Diverted From Driving,Not Applicable,False,BICYCLE,US & State Highways,"Straight, Grade",Main/Proper Lane,On Roadway,40,SL0343,2199,Dry,Stop Sign,Clear,"Worn, Not Damaged",-10884033.579127131,3535418.870949523
14326544,False,False,Austin Police Department,False,False,No,0,1,0,2,0,Incapacitating Injury,22:59:00,1,0,2015,Wednesday,Pedalcyclist,Non Intersection,30.24271508,"Dark, Not Lighted",-97.71707976,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,45,S PLEASANT VALLEY RD,978,Dry,Marked Lanes,Clear,Not Worn,-10877815.5606889,3534786.912181297
14326652,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,20:45:00,1,0,2015,Thursday,Pedalcyclist,Intersection,30.27475478,"Dark, Lighted",-97.72011247,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,30,CHICON ST,1299,Dry,Marked Lanes,Clear,Not Worn,-10878153.160421824,3538916.124651734
14326815,True,False,Austin Police Department,False,False,No,0,1,0,1,0,Incapacitating Injury,12:29:00,1,0,2015,Friday,Pedalcyclist,Driveway Access,30.35923091,Daylight,-97.69443971,One Motor Vehicle - Turning Left,One Vehicle Entering Driveway,Entrance To Or Exit From Private Property Or Driveway,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,30,GEORGIAN DR,9208,Dry,Marked Lanes,Clear,Not Worn,-10875295.281851366,3549809.708317444
14360137,False,False,Austin Police Department,True,False,No,0,0,0,2,0,Not Injured,17:47:00,0,0,2015,Saturday,Pedalcyclist,Intersection,30.28414478,Daylight,-97.74661246,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,25,PEARL ST,1999,Dry,Other (Explain In Narrative),Clear,Unknown If Worn,-10881103.12581465,3540126.544431356
14334519,False,False,Austin Police Department,False,False,No,0,0,1,1,0,Non-Incapacitating Injury,16:05:00,1,0,2015,Sunday,Pedalcyclist,Driveway Access,30.23719141,Daylight,-97.77616848,One Motor Vehicle - Turning Left,One Vehicle Entering Driveway,Entrance To Or Exit From Private Property Or Driveway,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,25,S OAK DR,3303,Dry,None,Cloudy,Unknown If Worn,-10884393.286910925,3534075.1687242175
14352259,True,False,Austin Police Department,False,False,No,0,0,2,0,0,Non-Incapacitating Injury,02:31:00,2,1,2015,Sunday,Pedalcyclist,Intersection Related,30.26115946,"Dark, Lighted",-97.72740462,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,30,COMAL ST,390,Dry,Center Stripe/Divider,Clear,Not Worn,-10878964.918846611,3537163.822461482
14350640,False,False,Austin Police Department,False,False,No,0,0,0,3,1,Possible Injury,16:10:00,1,0,2015,Monday,Pedalcyclist,Intersection Related,30.3392898,Daylight,-97.70004109,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,Interstate,"Curve, Grade",Service/Frontage Road,On Roadway,50,IH0035,NO DATA,Dry,Yield Sign,Clear,Not Worn,-10875918.824620705,3547237.3637462165
14334633,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,12:03:00,1,0,2015,Wednesday,Pedalcyclist,Intersection,30.25870478,Daylight,-97.72622247,One Motor Vehicle - Going Straight,Attention Diverted From Driving,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,30,CHALMERS AVE,201,Dry,Stop Sign,Clear,Unknown If Worn,-10878833.322510568,3536847.4643618516
14341444,True,False,Austin Police Department,False,False,No,0,0,1,1,0,Non-Incapacitating Injury,00:36:00,1,0,2015,Wednesday,Pedalcyclist,Non Intersection,30.23246847,"Dark, Lighted",-97.73246977,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,30,BURTON DR,2088,Wet,None,Clear,Not Worn,-10879528.768765401,3533466.6337390845
14360159,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,12:51:00,1,0,2015,Wednesday,Pedalcyclist,Intersection,30.26449154,Daylight,-97.75711525,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,30,SL0343,NO DATA,Dry,Signal Light,Clear,Unknown If Worn,-10882272.291049358,3537593.2721476564
14334665,False,False,Austin Police Department,False,False,No,0,0,0,2,0,Not Injured,00:30:00,0,1,2015,Thursday,Pedalcyclist,Non Intersection,30.23828517,"Dark, Lighted",-97.7620466,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,S 1ST ST,2691,Dry,Marked Lanes,Clear,Unknown If Worn,-10882821.246420283,3534216.100202846
14347436,True,False,Austin Police Department,True,False,No,0,1,0,1,0,Incapacitating Injury,21:05:00,1,0,2015,Thursday,Pedalcyclist,Intersection,30.30507477,"Dark, Lighted",-97.74925246,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,NONE,City Street,"Curve, Grade",Main/Proper Lane,On Roadway,30,W 34TH ST,NO DATA,Dry,None,Clear,Not Worn,-10881397.009270342,3542824.9458549162
14360269,False,False,Austin Police Department,False,False,No,0,0,0,5,0,Not Injured,02:51:00,0,0,2015,Sunday,Pedalcyclist,Non Intersection,30.26663764,Unknown,-97.74512103,One Motor Vehicle - Going Straight,Attention Diverted From Driving,Not Applicable,False,NONE,City Street,Unknown,Main/Proper Lane,On Roadway,30,W 4TH ST,204,Dry,None,Clear,Not Worn,-10880937.100586496,3537869.8764553196
14392270,True,False,Austin Police Department,True,False,No,0,0,2,1,0,Non-Incapacitating Injury,17:33:00,2,0,2015,Sunday,Pedalcyclist,Intersection,30.24729227,Daylight,-97.77525007,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,NONE,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,45,SL0343,2301,Dry,Marked Lanes,Clear,Unknown If Worn,-10884291.049977386,3535376.728816943
14351176,False,False,Austin Police Department,True,False,No,0,0,1,0,0,Non-Incapacitating Injury,12:21:00,1,1,2015,Monday,Pedalcyclist,Intersection,30.22780479,Daylight,-97.75630246,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,25,WILLOW SPRINGS RD,3401,Dry,Bike Lane,Clear,Unknown If Worn,-10882181.811680438,3532865.762890809
14355832,True,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,08:14:00,1,0,2015,Tuesday,Pedalcyclist,Intersection,30.26215478,Daylight,-97.72695247,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,COMAL ST,499,Dry,Stop Sign,Clear,"Worn, Not Damaged",-10878914.585738849,3537292.1011270117
14360349,False,False,Austin Police Department,True,False,No,0,0,0,1,1,Possible Injury,19:12:00,1,0,2015,Tuesday,Pedalcyclist,Intersection,30.26977478,Daylight,-97.75314246,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,-1,BOWIE ST,499,Dry,Signal Light,Clear,"Worn, Unk Damage",-10881830.04208953,3538274.223776317
14343526,True,False,Austin Police Department,False,False,No,0,0,1,1,0,Non-Incapacitating Injury,08:51:00,1,0,2015,Wednesday,Pedalcyclist,Driveway Access,30.30407609,Daylight,-97.69876598,One Motor Vehicle - Turning Left,One Vehicle Entering Driveway,Entrance To Or Exit From Private Property Or Driveway,False,NONE,City Street,"Straight, Grade",Main/Proper Lane,Off Roadway,-1,BERKMAN DR,5115,Dry,Center Stripe/Divider,Clear,"Worn, Unk Damage",-10875776.8800248,3542696.177832691
14360371,False,False,Austin Police Department,False,False,No,0,0,1,1,0,Non-Incapacitating Injury,05:45:00,1,0,2015,Wednesday,Pedalcyclist,Non Intersection,30.20422694,"Dark, Unknown Lighting",-97.71388055,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,45,BURLESON RD,6503,Dry,Marked Lanes,Clear,Not Worn,-10877459.426260758,3529828.417058537
14360395,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,17:56:00,1,0,2015,Wednesday,Pedalcyclist,Intersection Related,30.16797479,Daylight,-97.6200825,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,45,PEARCE LN,13098,Dry,Stop Sign,Clear,Not Worn,-10867017.875097355,3525159.761434272
14351679,False,False,Austin Police Department,True,False,No,0,0,1,2,0,Non-Incapacitating Injury,20:16:00,1,0,2015,Friday,Pedalcyclist,Intersection Related,30.26969478,"Dark, Lighted",-97.71902247,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,35,ROSEWOOD AVE,NO DATA,Dry,Signal Light With Red Light Running Camera,Clear,Not Worn,-10878031.822176857,3538263.9123814343
14372573,True,False,Austin Police Department,True,False,No,0,0,0,1,1,Possible Injury,12:43:00,1,0,2015,Saturday,Pedalcyclist,Intersection,30.27193478,Daylight,-97.68563248,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,30,LEDESMA RD,5200,Dry,Stop Sign,Clear,Unknown If Worn,-10874314.865492465,3538552.6346145947
14378437,True,False,Austin Police Department,False,False,No,0,0,1,5,0,Non-Incapacitating Injury,15:25:00,1,0,2015,Saturday,Pedalcyclist,Non Intersection,30.18818155,Daylight,-97.76803608,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,40,BLUFF SPRINGS RD,6642,Dry,Center Stripe/Divider,Clear,Unknown If Worn,-10883487.992283998,3527761.833852989
14372603,True,False,Austin Police Department,False,False,No,0,0,0,2,3,Possible Injury,17:49:00,3,0,2015,Monday,Motor Vehicle In Transport,Non Intersection,30.32317477,Daylight,-97.72807245,Opposite Direction - Both Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,45,N LAMAR BLVD,5500,Dry,Marked Lanes,Clear,Not Worn,-10879039.261342147,3545158.9550547153
14356260,False,False,Austin Police Department,False,False,No,0,0,0,2,0,Not Injured,08:24:00,0,0,2015,Wednesday,Pedalcyclist,Driveway Access,30.25582206,Daylight,-97.74737139,One Motor Vehicle - Turning Left,One Vehicle Entering Driveway,Entrance To Or Exit From Private Property Or Driveway,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,CONGRESS AVE S,602,Dry,None,Cloudy,"Worn, Unk Damage",-10881187.609515797,3536475.9507467644
14368486,True,False,Austin Police Department,True,False,No,0,1,0,1,0,Incapacitating Injury,21:16:00,1,0,2015,Wednesday,Pedalcyclist,Intersection,30.24802183,"Dark, Lighted",-97.73534685,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,Interstate,"Straight, Level",Service/Frontage Road,On Roadway,-1,IH0035,NO DATA,Dry,Signal Light,Clear,Not Worn,-10879849.043845974,3535470.7424463443
14362825,False,False,Austin Police Department,False,False,No,0,1,0,3,0,Incapacitating Injury,17:31:00,1,0,2015,Thursday,Pedalcyclist,Non Intersection,30.27342205,Daylight,-97.69889224,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,30,OAK SPRINGS DR,3145,Dry,Bike Lane,Clear,Unknown If Worn,-10875790.935223708,3538744.3382165045
14392341,False,False,Austin Police Department,True,False,No,0,0,0,5,1,Possible Injury,19:47:00,1,0,2015,Thursday,Pedalcyclist,Intersection Related,30.25890478,Daylight,-97.74621246,One Motor Vehicle - Turning Right,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,40,CONGRESS AVE S,301,Dry,Bike Lane,Clear,"Worn, Not Damaged",-10881058.598018331,3536873.2399797062
14378886,True,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,19:00:00,1,0,2015,Friday,Pedalcyclist,Intersection,30.26032478,Daylight,-97.75569246,One Motor Vehicle - Turning Left,Attention Diverted From Driving,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,30,BARTON SPRINGS RD,1100,Dry,Signal Light,Clear,Not Worn,-10882113.906791054,3537056.2483758503
14372956,False,False,Austin Police Department,True,False,No,0,0,0,0,1,Possible Injury,09:20:00,1,1,2015,Monday,Pedalcyclist,Intersection,30.26479309,Daylight,-97.73498848,One Motor Vehicle - Turning Right,Not Applicable,Not Applicable,False,NONE,Interstate,"Straight, Level",Main/Proper Lane,On Roadway,30,IH0035,NO DATA,Dry,Stop Sign,Clear,Not Worn,-10879809.150280058,3537632.137645769
14378854,False,False,Austin Police Department,False,False,No,0,0,0,1,1,Possible Injury,14:13:00,1,0,2015,Thursday,Pedalcyclist,Non Intersection,30.24772289,Daylight,-97.77247961,One Motor Vehicle - Going Straight,Attention Diverted From Driving,Not Applicable,False,NONE,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,-1,SL0343,2174,Dry,Flashing Red Light,Clear,Unknown If Worn,-10883982.643780924,3535432.219917753
14376267,False,False,Austin Police Department,False,False,No,0,0,1,1,0,Non-Incapacitating Injury,14:31:00,1,0,2015,Friday,Pedalcyclist,Driveway Access,30.32584668,Daylight,-97.72639296,One Motor Vehicle - Turning Right,One Vehicle Entering Driveway,Entrance To Or Exit From Private Property Or Driveway,False,NONE,Interstate,"Straight, Level",Main/Proper Lane,On Roadway,-1,N LAMAR BLVD,NO DATA,Dry,None,Clear,Not Worn,-10878852.301370556,3545503.536469168
14376354,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,15:30:00,1,0,2015,Friday,Pedalcyclist,Intersection,30.31769477,Daylight,-97.72117247,One Motor Vehicle - Turning Right,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,E NORTH LOOP BLVD,198,Dry,Center Stripe/Divider,Clear,Not Worn,-10878271.159082063,3544452.2592506525
14383969,False,False,Austin Police Department,True,False,No,0,0,0,1,1,Possible Injury,16:21:00,1,0,2015,Friday,Pedalcyclist,Intersection Related,30.27642478,Daylight,-97.74984246,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,30,SHOAL CREEK BLVD,1199,Dry,Signal Light,Clear,Not Worn,-10881462.687769912,3539131.3878597887
14383973,False,False,Austin Police Department,False,False,No,0,0,1,1,0,Non-Incapacitating Injury,18:22:00,1,0,2015,Friday,Pedalcyclist,Driveway Access,30.27208677,Daylight,-97.75544061,One Motor Vehicle - Turning Right,One Vehicle Entering Driveway,Entrance To Or Exit From Private Property Or Driveway,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,30,W 6TH ST,1109,Dry,Bike Lane,Clear,Unknown If Worn,-10882085.870977296,3538572.225430165
14384049,False,False,Austin Police Department,False,False,No,0,1,0,2,0,Incapacitating Injury,19:58:00,1,0,2015,Sunday,Pedalcyclist,Non Intersection,30.31161664,Daylight,-97.73429444,One Motor Vehicle - Going Straight,Vehicle Changing Lanes,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,W 45TH ST,709,Dry,Marked Lanes,Cloudy,"Worn, Not Damaged",-10879731.89010067,3543668.4753770293
14381370,True,False,Austin Police Department,True,False,No,0,0,0,1,1,Possible Injury,21:42:00,1,0,2015,Tuesday,Pedalcyclist,Intersection,30.41569475,"Dark, Lighted",-97.74835245,One Motor Vehicle - Turning Left,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,45,JOLLYVILLE RD,11581,Dry,Stop Sign,Clear,"Worn, Unk Damage",-10881296.820615435,3557096.224348195
14385413,False,False,Austin Police Department,False,False,No,0,0,1,1,0,Non-Incapacitating Injury,13:13:00,1,0,2015,Tuesday,Pedalcyclist,Non Intersection,30.28919194,Daylight,-97.73039525,One Motor Vehicle - Going Straight,One Vehicle Forward From Parking,Parking Area Within Right Of Way,False,NONE,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,35,E DEAN KEETON ST,805,Dry,None,Clear,Not Worn,-10879297.834255362,3540777.1974414526
14396455,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,23:00:00,1,0,2015,Tuesday,Pedalcyclist,Intersection,30.26474478,"Dark, Lighted",-97.76495246,One Motor Vehicle - Going Straight,Attention Diverted From Driving,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,BARTON SPRINGS RD,NO DATA,Dry,Bike Lane,Clear,"Worn, Not Damaged",-10883144.7252758,3537625.9111671248
14392710,False,False,Austin Police Department,True,False,No,0,0,0,2,0,Not Injured,07:06:00,0,0,2015,Friday,Pedalcyclist,Intersection Related,30.26110478,Daylight,-97.69611248,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,-1,MANSELL AVE,1099,Dry,Marked Lanes,Cloudy,Not Worn,-10875481.49375598,3537156.775240557
14452962,False,False,Austin Police Department,True,False,No,0,0,0,1,1,Possible Injury,20:37:00,1,0,2015,Friday,Pedalcyclist,Intersection,30.31282477,"Dark, Lighted",-97.73164246,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,-1,GUADALUPE ST,4599,Wet,Stop Sign,Rain,"Worn, Not Damaged",-10879436.673037475,3543824.2616603533
14498512,False,False,Austin Police Department,False,False,No,0,0,1,2,0,Non-Incapacitating Injury,14:37:00,1,0,2015,Friday,Pedalcyclist,Driveway Access,30.25715478,Daylight,-97.74688246,One Motor Vehicle - Turning Right,One Vehicle Entering Driveway,Entrance To Or Exit From Private Property Or Driveway,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,45,CONGRESS AVE S,400,Dry,Center Stripe/Divider,Clear,Unknown If Worn,-10881133.182077164,3536647.705103164
14394498,False,False,Austin Police Department,True,False,No,0,0,1,1,0,Non-Incapacitating Injury,14:00:00,1,0,2015,Sunday,Pedalcyclist,Intersection,30.27309487,Daylight,-97.63434235,One Motor Vehicle - Turning Right,Not Applicable,One Or More Traffic Lanes Closed,False,NONE,Farm To Market,"Straight, Level",Main/Proper Lane,On Roadway,55,FM0969,9100,Dry,Marked Lanes,Clear,Unknown If Worn,-10868605.274338145,3538702.1656754613
14410648,False,False,Austin Police Department,False,False,No,0,0,1,3,0,Non-Incapacitating Injury,02:30:00,1,0,2015,Tuesday,Pedalcyclist,Non Intersection,30.26894477,"Dark, Unknown Lighting",-97.73865246,One Motor Vehicle - Backing,One Vehicle Backward From Parking,Parking Area Within Right Of Way,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,35,TRINITY ST,800,Dry,None,Clear,Not Worn,-10880217.022667935,3538167.2421741495
14414901,False,False,Austin Police Department,False,False,No,0,0,1,0,0,Non-Incapacitating Injury,13:49:00,1,0,2015,Monday,Pedalcyclist,Non Intersection,30.21789364,Daylight,-97.77488663,One Motor Vehicle - Going Straight,Not Applicable,Not Applicable,False,NONE,City Street,"Straight, Level",Main/Proper Lane,On Roadway,40,S 1ST ST,4542,Dry,Marked Lanes,Clear,Not Worn,-10884250.592021652,3531588.900023632
