Crash ID,$1000 Damage to Any One Person's Property,Active School Zone Flag,Adjusted Average Daily Traffic Amount,Agency,At Intersection Flag,Average Daily Traffic Amount,Average Daily Traffic Year,Case ID,City,Construction Zone Flag,Construction Zone Workers Present Flag,County,Crash Death Count,Crash Incapacitating Injury Count,Crash Non-incapacitating Injury Count,Crash Not Injured Count,Crash Possible Injury Count,Crash Severity,Crash Time,Crash Total Injury Count,Crash Unknown Injury Count,Crash Year,Day of Week,First Harmful Event,Highway System,Intersecting Street Name,Intersection Related,Latitude,Light Condition,Longitude,Manner of Collision,Number of Lanes,Other Factor,Outside Shoulder Width on Divided Highway,Physical Feature 1,Population Group,Private Drive Flag,Property Damages,Right of Way Usual Width,Road Class,Roadway Alignment,Roadway Part,Roadway Relation,Roadway Type,Speed Limit,Street Name,Street Number,Surface Condition,Traffic Control Type,Weather Condition,Person Helmet,Person Type
13736125,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,140661241,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1500,1,0,2014,Friday,Pedalcyclist,No Data,WEBBERVILLE RD,Intersection Related,30.26143267,Daylight,-97.71735772,One Motor Vehicle - Going Straight,No Data,Attention Diverted From Driving,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,-1,E 7TH ST,NO DATA,Dry,Marked Lanes,Clear,Not Worn,Pedalcyclist
13744212,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,140691164,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1557,1,0,2014,Monday,Pedalcyclist,No Data,N/A,Non Intersection,30.329094,Daylight,-97.72027741,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,30,GUADALUPE ST,6207,Dry,Marked Lanes,Clear,Unknown If Worn,Pedalcyclist
13735894,Yes,No,No Data,Austin Police Department,FALSE,No Data,No Data,140711182,Austin,No,No,Travis,0,0,0,1,1,Possible Injury,1546,1,0,2014,Wednesday,Pedalcyclist,No Data,N/A,Non Intersection,30.25857201,Daylight,-97.78820675,One Motor Vehicle - Going Straight,No Data,One Vehicle Forward From Parking,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,35,BARTON SKWY,2837,Dry,None,Clear,Unknown If Worn,Pedalcyclist
13745552,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,140720137,Austin,No,No,Travis,0,0,0,1,1,Possible Injury,126,1,0,2014,Thursday,Pedalcyclist,No Data,UNKNOWN,Intersection,30.24144556,"Dark, Lighted",-97.72735752,One Motor Vehicle - Going Straight,No Data,Attention Diverted From Driving,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,30,TOWN CREEK DR,1500,Dry,Stop Sign,Clear,"Worn, Not Damaged",Pedalcyclist
13744256,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,140731909,Austin,No,No,Travis,0,0,0,2,1,Possible Injury,2113,1,0,2014,Friday,Pedalcyclist,No Data,CHALMERS AVE,Intersection Related,30.26323478,"Dark, Lighted",-97.72416247,One Motor Vehicle - Turning Left,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Hillcrest",Main/Proper Lane,On Roadway,No Data,35,E 7TH ST,1690,Dry,Stop Sign,Clear,Unknown If Worn,Pedalcyclist
13753181,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,140740678,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,735,1,0,2014,Saturday,Pedalcyclist,No Data,N/A,Non Intersection,30.25850479,"Dark, Lighted",-97.70008247,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,30,SPRINGDALE RD,800,Wet,Marked Lanes,Rain,Not Worn,Pedalcyclist
13755853,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,140741716,Austin,No,No,Travis,0,0,1,2,0,Non-Incapacitating Injury,2128,1,0,2014,Saturday,Pedalcyclist,No Data,BRACKENRIDGE ST,Intersection,30.24546478,"Dark, Unknown Lighting",-97.74872246,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,No Data,30,ANNIE ST E,298,Dry,Stop Sign,Clear,Not Worn,Pedalcyclist
13747229,Yes,No,No Data,Austin Police Department,FALSE,No Data,No Data,140771186,Austin,No,No,Travis,0,0,0,1,1,Possible Injury,1728,1,0,2014,Tuesday,Pedalcyclist,No Data,N/A,Non Intersection,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,In A Parking Lot,"250,000 Pop And Over",Yes,No Data,No Data,Non Trafficway,"Straight, Level",Other (Explain In Narrative),Not Applicable,No Data,-1,WESTGATE BLVD,NO DATA,Dry,None,Clear,Unknown If Worn,Pedalcyclist
13764298,Yes,No,No Data,Austin Police Department,TRUE,No Data,No Data,140770928,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1352,1,0,2014,Tuesday,Pedalcyclist,No Data,TRINITY ST,Intersection,30.26894477,Daylight,-97.73865246,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,30,E 8TH ST,398,Dry,Signal Light,Clear,Not Worn,Pedalcyclist
13764912,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,140771370,Austin,No,No,Travis,0,0,0,1,1,Possible Injury,1802,1,0,2014,Tuesday,Pedalcyclist,No Data,W 42ND ST,Intersection,30.30527477,Daylight,-97.73055246,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,30,SPEEDWAY,4199,Dry,Yield Sign,Clear,"Worn, Unk Damage",Pedalcyclist
13746155,No,No,No Data,Austin Police Department,FALSE,69369,No Data,140790958,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1420,1,0,2014,Thursday,Pedalcyclist,State Loop,SL0001,Intersection Related,30.24893359,Daylight,-97.80512302,One Motor Vehicle - Going Straight,4,Not Applicable,10,Not Applicable,"250,000 Pop And Over",No,No Data,350,US & State Highways,"Straight, Grade",Main/Proper Lane,On Roadway,"4 Or More Lanes, Divided",60,SL0360,NO DATA,Dry,Marked Lanes,Clear,Not Worn,Pedalcyclist
13767708,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,140801527,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1756,1,0,2014,Friday,Pedalcyclist,No Data,UNKNOWN,Intersection,30.25931953,Daylight,-97.75615221,One Motor Vehicle - Turning Left,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Hillcrest",Main/Proper Lane,On Roadway,No Data,30,DAWSON RD,599,Dry,Marked Lanes,Clear,Unknown If Worn,Pedalcyclist
13768962,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,140830345,Austin,No,No,Travis,0,0,0,1,1,Possible Injury,733,1,0,2014,Monday,Pedalcyclist,No Data,ELMONT DR,Intersection,30.23876478,Daylight,-97.71957247,One Motor Vehicle - Turning Left,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,-1,S PLEASANT VALLEY RD,1403,Dry,Signal Light,Cloudy,Not Worn,Pedalcyclist
13777257,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,140860596,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,955,1,0,2014,Thursday,Pedalcyclist,No Data,GROVER AVE,Intersection Related,30.32326477,Daylight,-97.73397246,One Motor Vehicle - Turning Left,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,30,NORTHLOOP BLVD W,1200,Wet,Stop Sign,Rain,Not Worn,Pedalcyclist
13784326,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,140911983,Austin,No,No,Travis,0,0,2,1,0,Non-Incapacitating Injury,2206,2,0,2014,Tuesday,Pedalcyclist,No Data,UNKNOWN,Intersection Related,30.35253556,"Dark, Lighted",-97.72320558,One Motor Vehicle - Turning Left,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,35,WOOTEN PARK DR,1701,Dry,Signal Light With Red Light Running Camera,Clear,"Worn, Unk Damage",Pedalcyclist
13766399,Yes,No,No Data,Austin Police Department,FALSE,No Data,No Data,140920016,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,23,1,0,2014,Wednesday,Pedalcyclist,No Data,N/A,Driveway Access,30.25111478,"Dark, Lighted",-97.74912246,One Motor Vehicle - Going Straight,No Data,One Vehicle Leaving Driveway,No Data,Entrance To Or Exit From Private Property Or Driveway,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,No Data,30,CONGRESS AVE S,1300,Dry,Signal Light,Clear,Unknown If Worn,Pedalcyclist
13767453,Yes,No,No Data,Austin Police Department,FALSE,No Data,No Data,140920704,Austin,No,No,Travis,0,1,0,1,0,Incapacitating Injury,1025,1,0,2014,Wednesday,Pedalcyclist,No Data,FM 2222,Intersection Related,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,US & State Highways,"Straight, Grade",Entrance/On Ramp,On Roadway,No Data,65,SH0360I,NO DATA,Dry,Marked Lanes,Cloudy,"Worn, Unk Damage",Pedalcyclist
13780951,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,140920411,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,735,1,0,2014,Wednesday,Pedalcyclist,No Data,HILLSIDE TERRACE DR,Intersection Related,30.20756369,Daylight,-97.87754329,One Motor Vehicle - Turning Left,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,40,ESCARPMENT BLVD,9095,Dry,Signal Light,Clear,Unknown If Worn,Pedalcyclist
13792353,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,140931273,Austin,No,No,Travis,0,0,0,1,1,Possible Injury,1633,1,0,2014,Thursday,Pedalcyclist,No Data,RUTLAND DR,Intersection Related,30.38348476,Daylight,-97.72409246,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,40,BURNET RD,9899,Dry,Signal Light,Clear,Not Worn,Pedalcyclist
13790770,Yes,No,No Data,Austin Police Department,FALSE,No Data,No Data,140941359,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1633,1,0,2014,Friday,Pedalcyclist,No Data,N/A,Driveway Access,30.36228844,Daylight,-97.74030775,One Motor Vehicle - Turning Left,No Data,One Vehicle Entering Driveway,No Data,Entrance To Or Exit From Private Property Or Driveway,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,Off Roadway,No Data,-1,SHOAL CREEK BLVD,7940,Dry,Bike Lane,Clear,"Worn, Damaged",Pedalcyclist
13794802,Yes,No,No Data,Austin Police Department,FALSE,No Data,No Data,140940869,Austin,No,No,Travis,0,0,0,1,1,Possible Injury,1232,1,0,2014,Friday,Pedalcyclist,No Data,N/A,Non Intersection,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Private Drive Or Road,"250,000 Pop And Over",No,No Data,No Data,Non Trafficway,"Straight, Level",Other (Explain In Narrative),Not Applicable,No Data,35,S LAMAR BLVD,NO DATA,Dry,None,Clear,"Worn, Not Damaged",Pedalcyclist
13795568,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,140990368,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,741,1,0,2014,Sunday,Pedalcyclist,No Data,HILLSIDE TERRACE DR,Intersection,30.2089548,Daylight,-97.88402243,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,25,TAYLORCREST DR,6599,Dry,Stop Sign,Clear,"Worn, Unk Damage",Pedalcyclist
13795734,No,No,No Data,Austin Police Department,TRUE,10943,No Data,140981429,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1728,1,0,2014,Monday,Pedalcyclist,State Spur,IH0035,Intersection,30.32198831,Daylight,-97.71859198,One Motor Vehicle - Going Straight,4,Swerved Or Veered-Avoiding Vehicle Entering Road,0,Not Applicable,"250,000 Pop And Over",No,No Data,80,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Divided",45,SS0069,194,Dry,Signal Light,Clear,Not Worn,Pedalcyclist
13795775,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,140981403,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1714,1,0,2014,Tuesday,Pedalcyclist,No Data,OLD MANCHACA RD,Intersection Related,30.1641548,Daylight,-97.83001245,One Motor Vehicle - Turning Left,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,45,MANCHACA RD,10633,Dry,Signal Light,Clear,"Worn, Not Damaged",Pedalcyclist
13812239,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,140981671,Austin,No,No,Travis,0,0,0,1,1,Possible Injury,1949,1,0,2014,Tuesday,Pedalcyclist,No Data,N/A,Non Intersection,No Data,Dusk,No Data,One Motor Vehicle - Going Straight,No Data,Attention Diverted From Driving,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,No Data,30,VIEW RIDGE DR,NO DATA,Dry,None,Clear,Not Worn,Pedalcyclist
13797088,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,141000548,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,905,1,0,2014,Thursday,Pedalcyclist,No Data,RED RIVER ST,Intersection,30.30480477,Daylight,-97.71960247,One Motor Vehicle - Turning Left,No Data,Attention Diverted From Driving,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,35,E 45TH ST,900,Dry,Signal Light,Clear,Unknown If Worn,Pedalcyclist
13797090,No,No,No Data,Austin Police Department,FALSE,148494,No Data,141000624,Austin,No,No,Travis,0,1,0,2,0,Incapacitating Injury,948,1,0,2014,Thursday,Pedalcyclist,Interstate,E 6TH ST,Intersection Related,30.26577147,Daylight,-97.73464386,One Motor Vehicle - Turning Left,6,Not Applicable,5,Not Applicable,"250,000 Pop And Over",No,No Data,300,Interstate,"Straight, Grade",Service/Frontage Road,On Roadway,"4 Or More Lanes, Divided",35,IH0035,NO DATA,Dry,Signal Light,Clear,Unknown If Worn,Pedalcyclist
13802431,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,141001276,Austin,No,No,Travis,0,0,0,1,1,Possible Injury,1638,1,0,2014,Thursday,Pedalcyclist,No Data,N/A,Driveway Access,30.23444454,Daylight,-97.7279552,One Motor Vehicle - Turning Right,No Data,One Vehicle Entering Driveway,No Data,Entrance To Or Exit From Private Property Or Driveway,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,No Data,35,WILLOW CREEK DR,1874,Dry,Bike Lane,Clear,Unknown If Worn,Pedalcyclist
13800703,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,141011142,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1501,1,0,2014,Friday,Pedalcyclist,No Data,BARTON SPRINGS RD,Intersection Related,30.26474478,Daylight,-97.76495246,One Motor Vehicle - Turning Right,No Data,Attention Diverted From Driving,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,35,ROBERT E LEE RD,401,Dry,Crosswalk,Clear,Unknown If Worn,Pedalcyclist
13802617,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,141011802,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,2038,1,0,2014,Friday,Pedalcyclist,No Data,SPRINGDALE RD,Intersection Related,30.26563478,"Dark, Lighted",-97.69551248,One Motor Vehicle - Turning Right,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,-1,AIRPORT BLVD,NO DATA,Dry,Signal Light,Clear,Not Worn,Pedalcyclist
13802858,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,141020418,Austin,No,No,Travis,0,1,0,1,0,Incapacitating Injury,437,1,0,2014,Saturday,Pedalcyclist,No Data,N/A,Non Intersection,No Data,"Dark, Lighted",No Data,One Motor Vehicle - Going Straight,No Data,Attention Diverted From Driving,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,Interstate,"Straight, Level",Service/Frontage Road,On Roadway,No Data,55,IH0035I,NO DATA,Dry,Marked Lanes,Clear,Unknown If Worn,Pedalcyclist
13796430,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,141041557,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1958,1,0,2014,Monday,Pedalcyclist,No Data,N/A,Non Intersection,No Data,Dusk,No Data,One Motor Vehicle - Going Straight,No Data,One Vehicle Leaving Driveway,No Data,In A Parking Lot,"250,000 Pop And Over",No,No Data,No Data,Non Trafficway,"Straight, Level",Main/Proper Lane,Not Applicable,No Data,40,BURNET RD,NO DATA,Dry,None,Clear,"Worn, Not Damaged",Pedalcyclist
13803100,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,141041516,Austin,No,No,Travis,0,1,0,0,0,Incapacitating Injury,1928,1,1,2014,Monday,Pedalcyclist,No Data,RUTLAND DR,Intersection Related,30.36697476,Dusk,-97.70061247,One Motor Vehicle - Turning Left,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,-1,MEARNS MEADOW BLVD,9499,Dry,Crosswalk,Clear,Not Worn,Pedalcyclist
13788359,No,No,No Data,Austin Police Department,TRUE,26658,No Data,141051855,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,2236,1,0,2014,Tuesday,Pedalcyclist,Ranch To Mkt,N LAMAR BLVD,Intersection Related,30.32592883,"Dark, Lighted",-97.72633812,One Motor Vehicle - Going Straight,4,Not Applicable,0,Not Applicable,"250,000 Pop And Over",No,No Data,70,Farm To Market,"Straight, Grade",Main/Proper Lane,On Roadway,"4 Or More Lanes, Undivided",-1,RM2222,NO DATA,Dry,Signal Light,Clear,Not Worn,Pedalcyclist
13810215,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,141100725,Austin,No,No,Travis,0,0,1,0,0,Non-Incapacitating Injury,1611,1,2,2014,Sunday,Pedalcyclist,No Data,N/A,Non Intersection,30.26593478,Daylight,-97.76748246,One Motor Vehicle - Going Straight,No Data,Attention Diverted From Driving,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,No Data,35,BARTON SPRINGS RD,2100,Dry,Center Stripe/Divider,Clear,Not Worn,Pedalcyclist
13813945,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,141131389,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1732,1,0,2014,Wednesday,Pedalcyclist,No Data,GUADALUPE ST,Intersection,30.30863477,Daylight,-97.73443246,One Motor Vehicle - Turning Left,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,35,W 43RD ST,598,Dry,Bike Lane,Clear,Not Worn,Pedalcyclist
13814121,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,141150948,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1214,1,0,2014,Friday,Pedalcyclist,No Data,W 18TH ST,Intersection,30.28061478,Daylight,-97.74198246,One Motor Vehicle - Turning Right,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Curve, Grade",Main/Proper Lane,On Roadway,No Data,30,GUADALUPE ST,1801,Dry,Stop Sign,Clear,Not Worn,Pedalcyclist
13818116,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,141160639,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,828,1,0,2014,Saturday,Pedalcyclist,No Data,PACK SADDLE PASS,Intersection Related,30.22987387,Daylight,-97.79274148,One Motor Vehicle - Turning Right,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,25,REDD ST,2194,Dry,Stop Sign,Cloudy,Unknown If Worn,Pedalcyclist
13823166,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,141171586,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1953,1,0,2014,Sunday,Pedalcyclist,No Data,TERRY RD,Intersection,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,30,TURA LN,NO DATA,Dry,Stop Sign,Clear,Unknown If Worn,Pedalcyclist
13818186,Yes,No,No Data,Austin Police Department,TRUE,33647,No Data,141180410,Austin,Yes,Yes,Travis,0,0,1,1,0,Non-Incapacitating Injury,737,1,0,2014,Monday,Pedalcyclist,State Loop,GIBSON ST W,Intersection,30.25495724,Daylight,-97.76217282,One Motor Vehicle - Turning Left,4,Construction - Within Posted Road Construction Zone (Not Related To Crash),0,Not Applicable,"250,000 Pop And Over",No,No Data,80,US & State Highways,"Straight, Level",Main/Proper Lane,On Roadway,"4 Or More Lanes, Undivided",35,SL0343,1199,Dry,Other (Explain In Narrative),Clear,Unknown If Worn,Pedalcyclist
13823751,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,141191838,Austin,No,No,Travis,0,0,0,1,1,Possible Injury,2039,1,0,2014,Tuesday,Pedalcyclist,No Data,BULL CREEK RD,Intersection,30.32759477,"Dark, Lighted",-97.74913246,One Motor Vehicle - Turning Left,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Grade",Main/Proper Lane,On Roadway,No Data,35,HANCOCK DR,2798,Dry,Signal Light,Clear,Unknown If Worn,Pedalcyclist
13823780,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,141200969,Austin,No,No,Travis,0,0,1,2,0,Non-Incapacitating Injury,1950,1,0,2014,Tuesday,Pedalcyclist,No Data,WICKERSHAM LN,Intersection Related,30.23230479,Daylight,-97.72039247,One Motor Vehicle - Turning Right,No Data,Attention Diverted From Driving,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,35,E RIVERSIDE DR,NO DATA,Dry,Signal Light,Clear,Unknown If Worn,Pedalcyclist
13821828,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,141200635,Austin,No,No,Travis,0,0,0,2,0,Not Injured,956,0,0,2014,Wednesday,Pedalcyclist,No Data,RED RIVER ST ST,Intersection Related,No Data,Daylight,No Data,One Motor Vehicle - Turning Right,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,-1,E E DEAN KEETON ST ST,NO DATA,Dry,Signal Light,Clear,Unknown If Worn,Pedalcyclist
13818339,Yes,No,No Data,Austin Police Department,TRUE,No Data,No Data,141221163,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1447,1,0,2014,Friday,Pedalcyclist,No Data,STONEHOLLOW DR,Intersection Related,30.39474475,"Dark, Lighted",-97.70680247,One Motor Vehicle - Turning Right,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,45,METRIC BLVD,NO DATA,Dry,Marked Lanes,Clear,Unknown If Worn,Pedalcyclist
13828053,No,No,No Data,Austin Police Department,TRUE,148494,No Data,141220169,Austin,No,No,Travis,0,0,0,3,0,Not Injured,203,0,0,2014,Friday,Pedalcyclist,Interstate,E 6TH ST,Intersection Related,30.26574519,"Dark, Lighted",-97.73465308,One Motor Vehicle - Going Straight,6,Not Applicable,5,Not Applicable,"250,000 Pop And Over",No,No Data,300,Interstate,"Straight, Level",Service/Frontage Road,On Roadway,"4 Or More Lanes, Divided",-1,IH0035,NO DATA,Dry,Signal Light,Clear,Not Worn,Pedalcyclist
13825785,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,141230560,Austin,No,No,Travis,0,0,1,2,0,Non-Incapacitating Injury,801,1,0,2014,Saturday,Pedalcyclist,No Data,WOODROW AVE AVE,Intersection,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,-1,ROMERIA DR DR,NO DATA,Dry,Stop Sign,Clear,"Worn, Not Damaged",Pedalcyclist
13829484,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,141271259,Austin,No,No,Travis,0,0,1,1,0,Non-Incapacitating Injury,1620,1,0,2014,Wednesday,Pedalcyclist,No Data,AIRPORT BLVD,Intersection,30.32882477,Daylight,-97.71582247,One Motor Vehicle - Turning Right,No Data,Attention Diverted From Driving,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,40,W HIGHLAND MALL BLVD,298,Dry,Signal Light,Clear,Unknown If Worn,Pedalcyclist
13833882,No,No,No Data,Austin Police Department,TRUE,No Data,No Data,141281802,Austin,No,No,Travis,0,0,1,2,0,Non-Incapacitating Injury,2105,1,0,2014,Thursday,Pedalcyclist,No Data,TAULBEE LN LN,Intersection,No Data,"Dark, Lighted",No Data,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,-1,WATSON ST ST,NO DATA,Dry,Stop Sign,Clear,Not Worn,Pedalcyclist
13835650,No,No,No Data,Austin Police Department,FALSE,No Data,No Data,141281170,Austin,No,No,Travis,0,0,0,1,1,Possible Injury,1514,1,0,2014,Thursday,Pedalcyclist,No Data,WILLBERT RD,Intersection,30.29741843,Daylight,-97.72025,One Motor Vehicle - Going Straight,No Data,Not Applicable,No Data,Not Applicable,"250,000 Pop And Over",No,No Data,No Data,City Street,"Straight, Level",Main/Proper Lane,On Roadway,No Data,35,E 40TH ST,996,Dry,None,Clear,Unknown If Worn,Pedalcyclist
